label,spa_qura1,spa_qura2
0,"Hola, me gustaría unirme a su programa de afiliados y me gustaría utilizar mi canal de YouTube. ¿Puedo usar mi enlace de canal de YouTube para el sitio web?",¿Puedo usar las imágenes en su sitio web?
1,¿Por qué nadie puede ayudar?,¿Puedes ayudar con eso?
0,"me llego un mail indicando que el pago fue realizado con exito, pese a que cancele el pedido..que pasara",Recibí un email diciendo que mi pedido fue cancelado porque el proveedor era sospechoso.
0,hola ayudame con una consulta de una apelacion,Sin respuesta del proveedor tras una consulta.
1,significado de procesamiento de datos,¿Qué es Procesamiento de Fondos?
0,cancelar mi orden,¿Cuándo cancelarás mi pedido?
1,¿puedes ayudarme con eso?,¿Me puedes ayudar?
1,Estaría feliz de hablar con una persona,Quiero hablar con una persona real
0,"¡Hola! ¿puedo saber qué significa ""entrega fallida"" en el estado del paquete?",¿Puedo saber el correo electrónico de soporte?
0,pague por mercadopago,¿Por qué no se envía por FedEx?
1,no puedo ver mi orden,¿Por qué no puedo ver mis últimas órdenes?
0,Cambiar el número de teléfono,número de teléfono de los servicios de pago
0,ha estado en estado esperando un reembolso desde el 7 de mayo,Ha pasado más de una semana desde que presenté mi reclamo.
0,Quiero saber es que cualquier tienda con ese nombre,quiero saber ahora
0,"Quiero comprar varios artículos de un vendedor, pero después de comprar más que el sistema me cobra por el envío, el vendedor ajustará el precio, pero mi sistema no me permite hacerlo porque no puedo ordenar el artículo y pagarlo más tarde. ayuda",El sistema no me deja pagar
1,El dinero no ha sido pagado,"El pedido ha sido pagado, y el sitio muestra que no. ¿Qué hacer?"
0,¿en que pais vives?,cómo haces el chat en vivo
1,¿Eres un agente real?,me puedes conectar a un agente
1,CUANDO EL PRODUCTO ES FUTURO,¿Cuándo recibiré el producto que compré?
0,no puede ver el orden,Quiero ver el centro de quejas
0,puedo preguntar mis bienes,¿Cómo puedo pagar mis productos usando mis cupones?
0,"lo he recibido hoy, y estoy muy satisfecha quisiera cambiar mi valoracion pero no se como debo hacer","Ya he pagado mi pedido, pero aparece como que aún no he pagado, ¿qué hacer?"
0,mi tarjeta ha sido utilizada por alguien,mi orden ha sido congelada?
1,el número de color era L,¿Cuál es el color?
1,no me permite iniciar sesión?,¿Por qué no puedo iniciar sesión?
1,eres una persona viva?,¿Cómo puedo chatear con una persona en vivo?
0,cancelar orden después del pago cuando recibo un reembolso?,¿Cómo cancelo mi pedido después de haberlo hecho?
0,¿TIENE una dirección de correo electrónico para enviar el reclamo?,He esperado demasiado para verificar mi dirección de correo electrónico ¿me pueden enviar una nueva?
0,Tengo que devolver el artículo a china,"He cancelado la orden debido al comportamiento incorrecto del proveedor, envíe un reembolso"
0,apelacion de tarjeta,El emisor de su tarjeta no está disponible.
0,querer hacer un pedido pero no puedo,Quiero hacer un pedido.
0,el orden nunca se procesa,Los mensajes eran justos: no hay nada disponible para ordenar ahora
1,"buenas noches, gracias",Gracias por tu tiempo
0,El envío de mi producto ha sido cancelado. No se puede contactar al vendedor,ahora tenía un correo electrónico que decía que mi pedido se canceló porque no pagué
0,devolver un artículo defectuoso,Los productos son defectuosos Quiero mi dinero de vuelta inmediatamente.
0,?Qué otras formas tengo de hacer el pago?,"Quiero cancelar mi pedido, pero el vendedor lo envíó de todas formas."
0,El botón de chat no funciona,botón de chat en vivo
0,que hora es en China?,¿Cuál es la ciudad capital de China?
0,"Hice un pedido con un vendedor y pagué, pero no tenían el artículo en la foto, luego cancelé el pedido y encontré otro vendedor con el artículo, pero no llevaré mi tarjeta en el archivo",devolví el artículo al vendedor
0,Todavía tengo problemas con los vendedores que no aceptó para devolverme,Pagué todas mis órdenes pero los vendedores me dijeron que no pagué.
0,No voy a mi dirección de correo electrónico. ayuadame,No puedo acceder a mi cuenta. ¿Me puedes ayudar?
0,hecho todo eso,¿Por qué se canceló el pedido pero el pago ya se realizó?
0,Problema no resuelto,Confirma el problema
0,no es un botón de chat ahora,el chat cerrado
0,Qué hacer,¿qué te gusta?
0,por qué las monedas no se agregan,¿Por qué mis puntos recompensados ​​no se agregan?
0,Ustedes no me están tratando bien,no es la respuesta correcta
0,adonde entro para acer mi pedido de anillos,¿Cuál es el límite de tiempo del vendedor para enviar mi pedido?
0,ahora resuta que todo desapareció y no recuerdo el usuario,"Si cancelo un pedido que he hecho, ¿me devuelven todo el dinero?"
0,Buenas eso ya lo hice,¿Por qué mi pedido está siendo verificado si ya lo he pagado?
0,Si lo has hecho muy bien perfecto gracias,Este artículo tiene un problema
1,Cómo dejar comentarios en la tienda del vendedor,¿Cómo dejo comentarios para el vendedor?
0,¿si lo intento nuevamente no se cobrara doble?,¿Qué hacer si la página no se carga?
0,Pedí un teléfono. esta roto,¿Hay un teléfono que no puedo llamar
0,¿Cuál es mi contraseña? No puedo entender lo que me enviaste,Olvidé la contraseña de mi tarjeta agregada. ¿Que debería hacer?
1,"Cuando intento hacer un seguimiento de mi pedido, veo un mensaje que dice ""La información de seguimiento no está disponible temporalmente"".",No puedo ver el seguimiento de mi pedido
0,No estoy satisfecho con el resultado de la disputa. ¿Que puedo hacer?,¿Dónde puedo ver el resultado de la disputa?
0,Estás diciendo las mismas cosas. La protección del comprador ha terminado. No recibí mi pedido,¿La protección del comprador es lo mismo que el depósito de garantía?
0,¿Dónde puedo ver la respuesta del proveedor?,¿Dónde ver el código del cupón cuando hago el pedido?
0,"¿Qué sucede con mi pedido cuando el estado de mi envío indica ""envío cancelado""?",Mi orden de estado es Null. ¿Lo que pasa?
1,Necesito una persona real para chatear,quiero hablar con una persona real
0,Buen día para reemplazar otro número de tarjeta de pago,usar otro método de pago
0,"Hice una compra, la envío a la dirección incorrecta y parece que volverá, ¿cómo obtengo mi producto?","Hice el pago, pero parece que no paga"
0,"solo quiero iniciar sesión, pero ¿dónde está mi contraseña?",Solo quiero decir Hola.
0,orden de pago cerrado no procesado,¿Por qué se verifica mi pago mientras el pago ya se ha procesado?
0,No veo qué reloj,No lo sé
0,no necesitamos eliminar por favor necesitamos persona puede entenderme,"Llegamos a un acuerdo, por favor devuelva mi dinero"
1,cómo devolver el artículo,¿Puedo devolver mi artículo porque no encaja?
0,estoy tan enojado,estoy en
0,No pude pagar mi pedido y ya presenté una apelación y se aprobó,No recibí mi reembolso que fue aprobado
0,Intentamos iniciar sesión para obtener una cuenta y la parte del código no funciona,Mi cuenta de Moneybookers no funciona.
0,y la razón se debe a la razón de seguridad por la que suspendieron mi cuenta,cómo verificar el motivo de la disputa
0,"sí, tengo un problema",tengo un problema con mi problema de envío
0,El pago fue rechazado pero se descontó de la tarjeta de credito,"He abierto una disputa por mi pedido, pero el proveedor ha rechazado la petición de reembolso."
0,el vendedor no me responde,"el vendedor no me respondió sobre el reembolso, ¿qué puedo hacer?"
0,Hola Eva! necesito eliminar mi tarjeta de crédito anterior y registrar una nueva tarjeta de crédito,"Si utilizo mi tarjeta de crédito, ¿es segura?"
0,cómo eliminar la tarjeta,cómo eliminar mi pedido?
0,cómo agregar un artículo a tu lista de deseos,¿Cómo puedo mover la lista de artículos deseados a mi carrito?
0,?Cómo puedo comprobar si mi dirección de entrega es correcta?,¿Cómo cambio la dirección de entrega?
1,"Anoche hice algunos pedidos y se redujo de mi tarjeta de crédito, pero ahora muestra cerrado, ¿por qué?",Mis pedidos están cerrados y no sé por qué.
1,"Por favor, ¿puedo hablar con alguien que no sea un robot? Tengo un problema. Sé que dos días",¿Puedo hablar con un agente por favor?
0,Tengo una compte que no conecté,¿Por qué estoy conectado a un robot?
1,¿Por qué me han cobrado dos veces?,¿Por qué me han cobrado dos veces en mi cuenta?
0,"La tienda me dijo que tengo que esperar, pero les pagan, creo",El vendedor me dijo que podía reabrir la disputa
1,¿Puedo hablarle a un ser humano?,¿Puedo hablar con una persona en vivo?
0,Estoy tratando de actualizar mi fecha de vencimiento en una tarjeta de crédito y no lo aceptaré,no aceptará orden
0,Cómo encontrar el barco del artículo de los EE. UU.,¿Cómo puedo enviar a China?
1,Hola. Intento usar un código de descuento y no me permite ingresar el código,¿Cómo usar el código de promoción?
0,el dinero ya me fue devuelto hace una semana,¿Cómo me devuelven el dinero?
0,anteriormente me comunique por que no puedo hacer pago.,¿Qué puedo hacer con un vendedor que me envía mensajes vulgares e inapropiados?
1,¿Cómo cambio mi dirección de correo electrónico?,Mi dirección de correo electrónico es incorrecta y necesito cambiarla.
0,"Me gustaría hacer un pago a través de una boleta bancaria, en cuyo procedimiento no encuentro la opción deseada","Hice el comprobante de pago, pero mi solicitud aparece como no pagada."
0,aun no he tenido respuesta de mi apelación,No he tenido noticias de mi disputa escalada. ¿Qué puedo hacer?
0,¿Puede decirme cuándo solicitaré mi pedido? Me 2017-05-22 12:05 hola Ya he escrito dos veces que no ha recibido mi pedido. Y has hecho trampas dos veces,"Si cancelo mi pedido, ¿puede decirme cuánto tiempo demorará el reembolso?"
0,por favor respóndeme,El vendedor no me responde
0,"Me gustaría hacer un pago a través de una boleta bancaria, en cuyo procedimiento no encuentro la opción deseada",Me gustaría presentar una queja
1,No puedo pagar con transferencia bancaria,Quiero pagar la factura a través de una transferencia bancaria
0,POR FAVOR QUE LA MAQUINA DEJE DE RESPONDER............,"Por favor, díganme cómo cambiar la dirección de entrega."
0,y me gustaria saber de cuanto es en total},Quiero saber por qué me han cobrado de más por mi pedido.
0,"Hola, ¿puedes decirme cuándo se entregarán mis pedidos?",Mi orden ha sido cancelada ¿Puedes decirme porque?
0,Quiero saber es que cualquier tienda con ese nombre,Quiero saber el cupón
0,VEN A MI CAMA,¿Cómo es que mi orden no está siendo aprobada?
0,"¿Puedo usar la tarjeta visa entonces? Si es así, ¿cómo podría agregar la tarjeta a la información?",No puedo usar mi tarjeta Visa. ¿Que debería hacer?
0,Necesito los diez mejores artículos que se vendieron en 2017 en alta,¿Cómo puedo obtener algunas puntas de tacón alto?
0,Como puedo cambiar mi contraseña,¿Cómo cambio el idioma en mi cuenta?
0,el vendedor tiene otro comportamiento,"el vendedor no tiene zapatos que pedí, el vendedor no responde"
1,Cómo abrir una disputa,¿Cómo abro una disputa?
1,¿Qué pasa si es demasiado tarde para abrir una disputa?,No hay opción para abrir una disputa en este orden.
0,Quiero comprar un producto con entrega gratuita,Quiero comprar a granel
0,Por qué mi pedido no avanza,¿Por qué mi pedido está cerrado?
0,ok lo explicaré brevemente,ok bye eva
0,¿cómo responder en disputa escalada?,¿Cuánto tiempo debo esperar hasta recibir una respuesta sobre disputas escalonadas?
1,¿cómo puedo pagar paypal?,¿Puedo pagar la orden con PayPal?
1,"por favor, dame el número de teléfono del servicio al cliente tengo problemas para pagar por 2 días sé","Por favor, avíseme su número de teléfono de servicio"
1,"hmmmmm, gracias",Estoy bien gracias
0,Tengo un nuevo correo electrónico,¿Por qué no recibí mi correo electrónico de confirmación?
1,cómo devolver el artículo,¿Cómo devuelvo el producto?
0,¿Por qué es que no hacen zapatos para hombres en talla 12 de EE. UU.,¿Tengo que pagar impuestos a las aduanas?
0,Un producto no coincide y no funciona,mi contraseña no funciona
1,cómo llegar al equipo de servicio de pago?,¿Cómo me comunico con el equipo de Case Management?
0,No sé cuál será la respuesta.,¿Puedo saber el progreso de mi pedido?
0,Cómo dejar comentarios en la tienda del vendedor,No puedo dejar comentarios.
0,Cómo configurar que nadie puede enviar mensajes,¿Cómo puedo ver el mensaje?
0,Estoy esperando la verificación de pago?,Todavía estoy esperando mi reembolso parcial para esta orden
1,No recibí mi pedido?,no recibí mi pedido
0,que mierda es eso que estas haciendo alli,joder eva eres caliente
0,me llego un pedio que no es,"Me gustaría enviarles un email, ¿cuál es su dirección?"
0,no he recibido mi pedido,No puedo presentar pruebas a mi caso
0,Quiero cambiar el tamaño,Quiero saber el tamaño en brasil
0,Tengo una compte que no conecté,No tengo más preguntas
0,Algo de twg,Mi tarjeta de crédito ha sido robada y alguien la ha usado para comprar algo en su tienda.
0,Cómo poner la tarjeta de crédito en la cuenta,¿Cómo recibo reembolsos si mi tarjeta de crédito se cambia?
0,la transacción se completa,Completé mi pago
0,Quiero cancelar mi tarjeta de crédito,tratando de cancelar un pedido que pagué con tarjeta de crédito pero no hay opción
1,cómo subir una imagen a disputa,¿Por qué no puedo subir evidencia para una disputa?
0,Me he puesto en contacto con el vendedor,¿Cómo puede ser contactado?
1,¿Cómo cargo una foto?,No puedo cargar el archivo adjunto
1,No puedo dejar comentarios,No puedo dejar comentarios.
0,Cómo restablecer su contraseña,¿Por qué no puedo restablecer la contraseña?
0,¿Cómo agrego evidencia?,¿Cómo agrego artículos al carrito de compras?
0,"Quiero que el vendedor ajuste el precio sin envío, pero necesito el pedido en espera para que se lo reparen.",Necesito un presupuesto
0,¿Cómo reviso mis puntos de recompensa?,¿Cómo reviso el envío de mi pedido?
1,cómo contactar al servicio al cliente,Necesito contactar al servicio al cliente
0,hola no puedo ordenar,No lo sé
0,producto ya recibido,¿Cómo cancelo el pedido si el producto ya se envió?
1,Entonces me pongo en contacto con el vendedor y quiero que me devuelvan mi dinero,Quiero dinero de vuelta
0,"un enlace debe abrirse en mi navegador pero está roto y no hace nada a pesar de que la pequeña ""mano"" aparece al pasar el cursor sobre",la compañía no me dio un reembolso aunque le devolví el producto.
